student_id,activity_name,activity_category,registration_date,role,activity_level,hours_per_week,total_events_participated,achievement,status,faculty_coordinator
916,Mathematics Club,Academic,2025-08-21,Core Team,High,10,10,,Active,Prof. Gupta
917,Photography Club,Cultural,2025-08-16,Member,High,6,8,,Active,Prof. Gupta
917,Blood Donation Team,Social,2025-08-14,Active Member,High,9,7,,Active,Prof. Gupta
918,AI/ML Club,Technical,2025-08-04,Member,Low,3,2,Best Performer Award,Active,Prof. Sharma
919,Cricket Team,Sports,2025-08-25,Member,Medium,3,3,,Inactive,Prof. Mehta
921,Yoga Club,Other,2025-08-20,Core Team,Very High,11,13,,Active,Prof. Mehta
922,Alumni Relations,Other,2025-08-12,Member,Medium,6,4,,Active,Prof. Sharma
923,Red Cross,Social,2025-08-14,Member,Low,3,1,,Active,Prof. Reddy
923,Drama Club,Cultural,2025-08-07,Member,Medium,3,3,,Active,Prof. Sharma
923,Science Club,Academic,2025-08-09,Active Member,Medium,3,3,,Inactive,Prof. Reddy
925,Film Making Club,Cultural,2025-08-30,Member,Low,2,0,,Active,Prof. Mehta
927,NSS (National Service Scheme),Social,2025-08-04,Active Member,Medium,6,4,Winner - Intra College Competition,Active,Prof. Gupta
928,Chess Club,Sports,2025-08-14,Member,High,6,6,,Inactive,Prof. Mehta
930,Alumni Relations,Other,2025-08-23,Member,Medium,5,3,Winner - Inter College Competition,Inactive,Prof. Gupta
930,NCC (National Cadet Corps),Social,2025-08-18,Member,Medium,3,5,,Active,Prof. Reddy
931,Research Club,Academic,2025-08-29,Member,Low,2,2,,Active,Prof. Reddy
932,Blood Donation Team,Social,2025-08-05,Member,Medium,5,5,Certificate of Excellence,Active,Prof. Sharma
933,Coding Club,Technical,2025-08-15,Member,Low,3,0,,Active,Prof. Sharma
934,Film Making Club,Cultural,2025-08-17,Active Member,Medium,6,5,,Inactive,Prof. Sharma
934,Environmental Club,Social,2025-08-27,Member,Low,2,0,,Active,Prof. Gupta
939,Alumni Relations,Other,2025-08-22,Member,Medium,5,5,Best Performer Award,Active,Prof. Mehta
939,Innovation Club,Academic,2025-08-06,Active Member,Medium,6,2,,Active,Prof. Sharma
940,Film Making Club,Cultural,2025-08-11,Member,Low,1,1,,Active,Prof. Reddy
943,Yoga Club,Other,2025-08-02,Active Member,Medium,3,4,,Active,Prof. Reddy
945,Badminton Club,Sports,2025-08-11,Member,Medium,3,3,,Active,Prof. Sharma
947,Hockey Team,Sports,2025-08-23,Core Team,Very High,13,11,,Inactive,Prof. Sharma
950,NSS (National Service Scheme),Social,2025-08-07,Member,Low,3,1,,Active,Prof. Gupta
950,Innovation Club,Academic,2025-08-15,Core Team,High,10,8,,Inactive,Prof. Mehta
950,Robotics Club,Technical,2025-08-02,Member,High,8,9,Winner - Intra College Competition,Active,Prof. Gupta
951,Photography Club,Cultural,2025-08-03,Active Member,High,10,10,,Inactive,Prof. Sharma
953,Music Club,Cultural,2025-08-28,Member,Medium,4,3,,Active,Prof. Mehta
954,Rotaract Club,Social,2025-08-22,Member,Low,1,0,,Active,Prof. Gupta
956,Robotics Club,Technical,2025-08-08,Active Member,Medium,4,5,Certificate of Excellence,Active,Prof. Gupta
956,Music Club,Cultural,2025-08-30,Member,Low,3,0,,Active,Prof. Mehta
957,NSS (National Service Scheme),Social,2025-08-04,Member,Medium,6,2,Best Performer Award,Inactive,Prof. Gupta
957,Hockey Team,Sports,2025-08-21,Active Member,High,7,5,,Inactive,Prof. Gupta
959,Data Science Club,Technical,2025-08-16,Active Member,Medium,4,5,,Active,Prof. Reddy
962,Volleyball Team,Sports,2025-08-19,President/Head,Very High,15,11,,Active,Prof. Gupta
962,Blood Donation Team,Social,2025-08-09,Member,High,8,6,,Active,Prof. Sharma
963,Debating Society,Cultural,2025-08-20,Member,High,6,5,Best Performer Award,Active,Prof. Reddy
963,Red Cross,Social,2025-08-11,Member,Medium,6,4,,Active,Prof. Reddy
963,Science Club,Academic,2025-08-08,President/Head,Very High,15,11,,Active,Prof. Mehta
963,Event Management Team,Other,2025-08-06,Core Team,Very High,15,11,,Active,Prof. Gupta
965,IoT Club,Technical,2025-08-22,Core Team,High,7,7,,Inactive,Prof. Sharma
965,NCC (National Cadet Corps),Social,2025-08-18,Coordinator,Very High,12,20,,Active,Prof. Reddy
965,Entrepreneurship Cell,Academic,2025-08-31,Member,Low,2,0,Certificate of Excellence,Inactive,Prof. Gupta
966,Cybersecurity Club,Technical,2025-08-29,Active Member,High,6,9,,Active,Prof. Sharma
966,Rotaract Club,Social,2025-08-21,Active Member,High,9,8,,Active,Prof. Reddy
967,Data Science Club,Technical,2025-08-16,Core Team,High,6,9,,Active,Prof. Reddy
968,AI/ML Club,Technical,2025-08-02,Member,Low,3,0,,Active,Prof. Mehta
970,Music Club,Cultural,2025-08-24,Member,Low,1,1,,Active,Prof. Reddy
971,Student Council,Other,2025-08-03,Member,Low,3,0,Winner - Inter College Competition,Inactive,Prof. Mehta
972,Yoga Club,Other,2025-08-30,Member,Low,2,2,,Inactive,Prof. Sharma
975,Coding Club,Technical,2025-08-23,Member,Low,2,2,Certificate of Excellence,Active,Prof. Mehta
975,Environmental Club,Social,2025-08-06,Coordinator,Very High,12,12,,Active,Prof. Sharma
976,IoT Club,Technical,2025-08-27,Member,Medium,6,2,,Active,Prof. Sharma
976,Kabaddi Team,Sports,2025-08-07,Member,High,9,8,Best Performer Award,Active,Prof. Gupta
976,Red Cross,Social,2025-08-08,Active Member,High,7,5,Winner - Intra College Competition,Active,Prof. Sharma
976,Innovation Club,Academic,2025-08-21,Active Member,High,9,8,,Active,Prof. Sharma
977,Athletics Team,Sports,2025-08-26,Member,Medium,6,4,,Inactive,Prof. Sharma
978,Chess Club,Sports,2025-08-19,Member,Low,1,1,,Active,Prof. Reddy
979,Student Council,Other,2025-08-08,Core Team,High,6,8,,Inactive,Prof. Mehta
979,Science Club,Academic,2025-08-20,Active Member,Medium,6,2,Best Performer Award,Active,Prof. Reddy
979,Drama Club,Cultural,2025-08-07,Active Member,High,6,7,Best Performer Award,Active,Prof. Reddy
980,Research Club,Academic,2025-08-12,Active Member,High,9,8,,Active,Prof. Sharma
980,Literary Club,Cultural,2025-08-27,Active Member,High,6,8,,Active,Prof. Mehta
980,Placement Cell,Other,2025-08-18,Member,Medium,4,3,,Active,Prof. Sharma
980,Data Science Club,Technical,2025-08-22,Core Team,Very High,11,11,,Active,Prof. Gupta
983,Music Club,Cultural,2025-08-09,Member,Medium,3,4,,Active,Prof. Mehta
984,Student Council,Other,2025-08-05,Core Team,High,8,10,,Inactive,Prof. Sharma
985,Debating Society,Cultural,2025-08-24,Member,Low,2,1,,Active,Prof. Mehta
985,Entrepreneurship Cell,Academic,2025-08-06,Active Member,Medium,5,4,,Active,Prof. Reddy
986,Paper Presentation Team,Academic,2025-08-11,Member,Low,3,0,,Active,Prof. Gupta
988,Fine Arts Club,Cultural,2025-08-02,Active Member,Medium,6,2,,Active,Prof. Reddy
988,Chess Club,Sports,2025-08-28,Member,High,7,8,,Active,Prof. Mehta
989,Yoga Club,Other,2025-08-08,Core Team,High,9,6,,Active,Prof. Mehta
989,Data Science Club,Technical,2025-08-22,Member,Low,2,1,Participation Certificate,Active,Prof. Mehta
990,NSS (National Service Scheme),Social,2025-08-19,Active Member,High,9,6,,Active,Prof. Mehta
990,Fine Arts Club,Cultural,2025-08-31,Active Member,Medium,5,5,,Inactive,Prof. Gupta
991,Red Cross,Social,2025-08-25,Member,Medium,5,4,Winner - Intra College Competition,Active,Prof. Reddy
991,Fitness Club,Other,2025-08-16,Core Team,High,6,7,,Active,Prof. Reddy
992,Chess Club,Sports,2025-08-19,Active Member,High,7,10,,Active,Prof. Reddy
993,Robotics Club,Technical,2025-08-31,Member,High,10,6,,Active,Prof. Gupta
993,Placement Cell,Other,2025-08-10,Member,Low,1,0,Winner - Inter College Competition,Active,Prof. Reddy
993,NCC (National Cadet Corps),Social,2025-08-17,Member,Medium,3,3,Participation Certificate,Active,Prof. Sharma
994,Blood Donation Team,Social,2025-08-31,Member,Low,1,2,,Active,Prof. Sharma
996,Basketball Team,Sports,2025-08-26,Active Member,High,6,5,Winner - Intra College Competition,Active,Prof. Mehta
996,AI/ML Club,Technical,2025-08-18,Member,Low,1,1,,Active,Prof. Mehta
996,Quiz Club,Academic,2025-08-11,Member,Low,3,0,,Active,Prof. Reddy
996,Environmental Club,Social,2025-08-16,Member,Low,3,0,Winner - Inter College Competition,Active,Prof. Reddy
998,Mathematics Club,Academic,2025-08-05,Member,Medium,5,5,,Active,Prof. Sharma
998,AI/ML Club,Technical,2025-08-26,Coordinator,Very High,12,14,Best Performer Award,Active,Prof. Sharma
999,Blood Donation Team,Social,2025-08-12,Member,High,6,10,Winner - Inter College Competition,Active,Prof. Gupta
999,Alumni Relations,Other,2025-08-08,Active Member,High,10,5,Best Performer Award,Active,Prof. Sharma
999,AI/ML Club,Technical,2025-08-20,Member,Low,3,1,,Active,Prof. Mehta
1000,Paper Presentation Team,Academic,2025-08-27,Core Team,High,6,9,,Active,Prof. Reddy
1000,NCC (National Cadet Corps),Social,2025-08-10,Member,Low,1,2,,Active,Prof. Gupta
